,title,basesalary,bonus,LevelBucket,region
50692,Software Engineer,111000,16000,Associate,
50693,Business Analyst,138000,18000,Mid,East
50694,Software Engineer,117000,21000,Mid,West
50695,Software Engineer,132000,20000,Mid,West
50696,Software Engineer,117000,37000,Senior,West
50697,Software Engineer,209000,0,Associate,West
50698,Software Engineer,171000,11000,Entry,West
50699,Product Manager,223000,0,Mid,West
50700,Product Manager,106000,12000,Mid,
50701,Product Manager,172000,0,Senior,West
50702,Data Scientist,110000,17000,Mid,West
50703,Software Engineer,53000,5000,Associate,West
50704,Software Engineer,102000,11000,Associate,West
50705,Product Manager,109000,21000,Mid,West
50706,Product Manager,118000,40000,Senior,West
50707,Software Engineer,261000,57000,Senior,West
50709,Management Consultant,176000,29000,Mid,Southern
50710,Software Engineer,86000,21000,Entry,West
50711,Business Analyst,101000,8000,Associate,
50712,Data Scientist,95000,15000,Entry,West
50713,Software Engineer,169000,14000,Associate,East
50714,Software Engineer,40000,0,Entry,MidWest
50715,Software Engineer,121000,15000,Associate,Southern
50716,Software Engineering Manager,116000,43000,Senior,Southern
50717,Software Engineer,166000,0,Associate,East
50718,Hardware Engineer,210000,41000,Associate,West
50719,Software Engineer,132000,0,Associate,East
50720,Software Engineer,32000,4000,Associate,
50721,Product Manager,154000,0,Mid,West
50722,Software Engineer,51000,0,Associate,MidWest
50724,Software Engineer,186000,67000,Associate,West
50725,Hardware Engineer,72000,3000,Associate,MidWest
50726,Software Engineer,140000,26000,Associate,West
50727,Product Manager,192000,4000,Senior,West
50728,Software Engineer,183000,19000,Senior,Southern
50729,Software Engineer,179000,0,Associate,
50730,Hardware Engineer,61000,1000,Mid,Southern
50731,Business Analyst,44000,5000,Associate,
50732,Software Engineer,183000,43000,Mid,East
50733,Software Engineer,98000,10000,Associate,East
50734,Software Engineer,70000,16000,Mid,West
50735,Data Scientist,115000,22000,Entry,West
50736,Software Engineer,187000,0,Senior,West
50737,Software Engineer,109000,7000,Associate,West
50738,Software Engineer,120000,10000,Entry,
50739,Software Engineer,120000,24000,Associate,West
50740,Product Manager,258000,18000,Mid,West
50742,Software Engineer,212000,21000,Associate,West
50743,Mechanical Engineer,134000,37000,Mid,West
50744,Software Engineer,25000,0,Entry,
50745,Software Engineering Manager,211000,79000,Senior,West
50746,Business Analyst,84000,4000,Associate,East
50747,Software Engineer,104000,20000,Associate,West
50748,Hardware Engineer,142000,22000,Mid,West
50749,Software Engineer,83000,17000,Senior,
50750,Software Engineer,100000,0,Associate,East
50751,Data Scientist,36000,6000,Mid,
50752,Software Engineer,42000,5000,Mid,
50753,Product Manager,49000,11000,Senior,
50754,Software Engineer,132000,0,Entry,
50755,Software Engineer,138000,3000,Associate,
50756,Software Engineer,40000,8000,Associate,
50758,Software Engineer,88000,18000,Mid,
50759,Software Engineer,122000,41000,Mid,Southern
50760,Software Engineer,193000,28000,Mid,
50761,Software Engineer,146000,18000,Associate,East
50762,Software Engineer,41000,5000,Associate,
50763,Technical Program Manager,220000,66000,Senior,Southern
50764,Management Consultant,85000,5000,Associate,Southern
50766,Software Engineer,142000,25000,Senior,West
50767,Hardware Engineer,69000,7000,Entry,West
50768,Technical Program Manager,149000,13000,Senior,East
50769,Software Engineer,136000,21000,Mid,
50770,Software Engineer,124000,20000,Mid,MidWest
50771,Software Engineer,60000,3000,Mid,
50772,Business Analyst,177000,86000,Mid,Southern
50773,Business Analyst,80000,10000,Associate,West
50774,Mechanical Engineer,53000,0,Associate,East
50775,Software Engineer,133000,18000,Associate,West
50776,Software Engineer,79000,11000,Entry,West
50777,Software Engineer,75000,11000,Entry,East
50778,Software Engineer,60000,11000,Senior,
50780,Marketing,173000,6000,Associate,West
50781,Technical Program Manager,107000,0,Senior,East
50782,Software Engineer,175000,43000,Mid,West
50783,Software Engineer,82000,6000,Associate,West
50784,Software Engineer,133000,7000,Mid,MidWest
50785,Software Engineer,158000,21000,Associate,West
50786,Software Engineer,109000,17000,Associate,West
50787,Software Engineering Manager,235000,0,Mid,West
50788,Software Engineer,132000,20000,Associate,West
50789,Marketing,177000,25000,Mid,West
50791,Software Engineer,69000,6000,Associate,
50792,Software Engineer,123000,0,Associate,East
50793,Software Engineer,106000,19000,Entry,West
50794,Software Engineer,111000,14000,Entry,West
50795,Software Engineer,156000,21000,Entry,West
50797,Software Engineer,151000,9000,Mid,Southern
50798,Product Manager,125000,15000,Associate,West
50799,Software Engineer,98000,30000,Mid,West
50800,Software Engineer,49000,7000,Entry,Southern
50801,Software Engineering Manager,204000,0,Associate,West
50802,Software Engineer,131000,3000,Entry,Southern
50803,Software Engineer,128000,44000,Associate,East
50804,Software Engineer,107000,0,Associate,West
50805,Software Engineer,108000,0,Mid,West
50806,Product Manager,153000,23000,Associate,West
50807,Software Engineer,130000,29000,Entry,East
50808,Software Engineering Manager,219000,32000,Mid,MidWest
50809,Product Manager,139000,0,Mid,West
50810,Software Engineer,119000,18000,Associate,West
50811,Marketing,176000,28000,Senior,West
50812,Software Engineer,185000,22000,Associate,West
50813,Mechanical Engineer,215000,23000,Associate,West
50814,Product Manager,196000,9000,Senior,West
50815,Software Engineer,240000,13000,Senior,West
50816,Software Engineer,158000,7000,Entry,Southern
50818,Software Engineer,177000,18000,Associate,West
50819,Mechanical Engineer,139000,103000,Senior,West
50820,Software Engineer,247000,6000,Associate,West
50821,Data Scientist,204000,39000,Mid,West
50822,Software Engineer,223000,21000,Mid,West
50823,Software Engineer,189000,32000,Senior,West
50824,Hardware Engineer,160000,8000,Mid,Southern
50825,Product Manager,239000,1000,Associate,East
50826,Software Engineer,85000,3000,Associate,Southern
50827,Software Engineer,232000,22000,Senior,East
50829,Software Engineer,90000,76000,Entry,West
50830,Software Engineer,68000,0,Associate,East
50831,Software Engineer,161000,24000,Entry,West
50833,Software Engineer,165000,0,Senior,East
50834,Data Scientist,96000,0,Associate,West
50835,Software Engineering Manager,122000,0,Senior,West
50836,Software Engineer,105000,30000,Associate,West
50837,Product Manager,235000,21000,Senior,
50838,Software Engineer,111000,0,Associate,West
50839,Software Engineer,56000,6000,Associate,Southern
50840,Data Scientist,146000,15000,Entry,West
50841,Software Engineer,87000,7000,Associate,MidWest
50842,Software Engineer,90000,7000,Entry,West
50843,Product Designer,214000,0,Mid,West
50844,Software Engineer,107000,15000,Mid,West
50845,Software Engineer,108000,18000,Mid,West
50846,Business Analyst,51000,2000,Entry,Southern
50847,Product Manager,73000,0,Associate,
50848,Software Engineer,37000,10000,Associate,
50849,Software Engineer,79000,0,Entry,
50850,Data Scientist,28000,0,Mid,
50851,Product Designer,187000,40000,Senior,West
50852,Software Engineer,214000,30000,Mid,East
50853,Software Engineer,75000,12000,Mid,
50854,Software Engineer,220000,19000,Entry,East
50855,Software Engineer,50000,17000,Associate,
50856,Hardware Engineer,139000,15000,Associate,West
50857,Software Engineer,106000,13000,Associate,Southern
50858,Software Engineer,108000,0,Mid,West
50859,Software Engineer,161000,0,Mid,West
50860,Software Engineer,102000,39000,Entry,Southern
50861,Software Engineering Manager,195000,0,Senior,West
50862,Software Engineer,135000,75000,Senior,West
50863,Software Engineer,90000,0,Associate,West
50864,Hardware Engineer,170000,0,Associate,West
50865,Software Engineer,245000,42000,Associate,East
50866,Product Manager,134000,12000,Associate,East
50868,Software Engineer,96000,6000,Associate,West
50869,Solution Architect,154000,38000,Senior,East
50870,Software Engineer,171000,0,Mid,West
50871,Data Scientist,60000,15000,Associate,Southern
50872,Software Engineer,221000,6000,Senior,East
50873,Software Engineer,141000,19000,Entry,West
50874,Product Designer,124000,18000,Associate,West
50875,Software Engineering Manager,157000,0,Senior,East
50876,Software Engineer,159000,0,Entry,West
50877,Software Engineer,98000,104000,Associate,West
50878,Product Manager,85000,0,Mid,West
50879,Software Engineer,110000,0,Associate,West
50880,Software Engineer,88000,0,Associate,East
50881,Software Engineer,92000,20000,Mid,West
50882,Software Engineer,107000,11000,Associate,West
50883,Software Engineer,113000,14000,Senior,West
50884,Data Scientist,99000,15000,Associate,West
50885,Product Designer,241000,25000,Mid,
50886,Data Scientist,90000,0,Mid,
50887,Software Engineer,186000,21000,Mid,West
50888,Software Engineer,222000,40000,Mid,West
50889,Software Engineer,70000,0,Entry,Southern
50890,Sales,72000,82000,Senior,East
50891,Management Consultant,124000,2000,Associate,Southern
50892,Solution Architect,262000,55000,Senior,East
50893,Software Engineer,94000,10000,Mid,
50894,Technical Program Manager,232000,39000,Mid,West
50895,Software Engineer,90000,24000,Associate,West
50896,Software Engineering Manager,127000,26000,Mid,West
50897,Product Manager,189000,59000,Senior,West
50898,Data Scientist,261000,58000,Mid,West
50899,Software Engineer,123000,3000,Entry,West
50900,Product Designer,160000,15000,Associate,East
50901,Software Engineer,89000,13000,Senior,West
50902,Software Engineer,225000,11000,Associate,West
50903,Software Engineer,112000,13000,Entry,West
50904,Software Engineer,71000,3000,Mid,
50905,Software Engineer,107000,21000,Mid,West
50906,Recruiter,135000,9000,Senior,West
50907,Software Engineer,97000,36000,Associate,East
50908,Software Engineering Manager,101000,26000,Senior,West
50909,Software Engineer,212000,16000,Mid,West
50910,Software Engineering Manager,203000,0,Mid,West
50911,Management Consultant,141000,0,Senior,
50912,Product Designer,196000,27000,Mid,West
50913,Software Engineer,105000,0,Associate,East
50914,Sales,107000,156000,Mid,East
50915,Software Engineer,86000,14000,Associate,East
50916,Software Engineer,137000,0,Mid,West
50917,Management Consultant,86000,7000,Associate,East
50918,Software Engineer,27000,11000,Entry,Southern
50919,Software Engineer,178000,9000,Mid,Southern
50920,Marketing,252000,15000,Senior,East
50921,Software Engineer,100000,7000,Associate,
50922,Software Engineer,73000,1000,Entry,Southern
50923,Product Designer,108000,10000,Associate,West
50924,Hardware Engineer,84000,11000,Entry,West
50925,Software Engineer,126000,5000,Associate,
50926,Software Engineer,256000,0,Senior,West
50927,Software Engineer,71000,12000,Senior,West
50928,Software Engineer,86000,7000,Associate,West
50929,Software Engineer,190000,42000,Associate,West
50930,Product Manager,35000,7000,Senior,
50931,Software Engineer,79000,12000,Mid,
50932,Data Scientist,59000,11000,Senior,
50933,Software Engineer,153000,23000,Mid,West
50934,Software Engineer,156000,2000,Associate,West
50935,Software Engineer,175000,10000,Associate,East
50936,Software Engineer,138000,55000,Mid,West
50938,Marketing,197000,26000,Mid,East
50939,Software Engineer,261000,0,Mid,West
50940,Software Engineer,50000,8000,Entry,MidWest
50941,Software Engineer,76000,0,Senior,
50942,Product Manager,175000,32000,Mid,East
50943,Software Engineer,160000,0,Mid,
50944,Software Engineer,121000,9000,Associate,West
50945,Software Engineer,24000,5000,Senior,
50947,Software Engineer,99000,28000,Associate,West
50948,Software Engineer,135000,0,Mid,Southern
50949,Software Engineer,192000,36000,Associate,West
50950,Hardware Engineer,185000,67000,Senior,West
50951,Software Engineer,255000,0,Mid,West
50952,Technical Program Manager,83000,14000,Senior,West
50953,Product Designer,62000,3000,Entry,
50954,Software Engineer,88000,39000,Mid,
50955,Software Engineer,106000,10000,Entry,West
50956,Software Engineer,79000,0,Mid,
50958,Software Engineer,100000,19000,Associate,Southern
50959,Software Engineer,170000,0,Entry,West
50960,Software Engineer,58000,11000,Associate,
50962,Software Engineer,172000,20000,Associate,West
50963,Software Engineer,115000,31000,Mid,West
50964,Hardware Engineer,182000,14000,Senior,West
50965,Software Engineer,143000,16000,Associate,Southern
50966,Product Manager,80000,0,Associate,West
50967,Hardware Engineer,154000,8000,Associate,West
50968,Data Scientist,123000,0,Associate,
50969,Software Engineer,207000,0,Senior,East
50970,Solution Architect,193000,0,Mid,
50971,Software Engineer,111000,15000,Entry,Southern
50972,Software Engineer,136000,6000,Entry,East
50973,Software Engineer,146000,17000,Associate,Southern
50974,Software Engineer,225000,15000,Mid,West
50975,Software Engineer,204000,14000,Entry,West
50976,Software Engineer,154000,128000,Associate,East
50977,Data Scientist,50000,22000,Entry,Southern
50978,Software Engineer,149000,38000,Mid,West
50980,Software Engineer,142000,2000,Associate,West
50981,Software Engineer,62000,0,Mid,
50982,Software Engineer,190000,39000,Associate,West
50983,Software Engineer,28000,8000,Mid,
50984,Software Engineer,88000,40000,Mid,West
50985,Data Scientist,149000,8000,Associate,East
50986,Software Engineer,161000,0,Mid,West
50987,Software Engineer,158000,26000,Associate,West
50988,Technical Program Manager,240000,36000,Mid,West
50989,Software Engineering Manager,267000,48000,Senior,Southern
50990,Data Scientist,244000,0,Senior,West
50991,Software Engineer,94000,61000,Entry,West
50992,Software Engineer,57000,0,Mid,
50993,Marketing,209000,28000,Senior,West
50994,Software Engineering Manager,172000,10000,Mid,Southern
50995,Solution Architect,113000,0,Senior,West
50996,Data Scientist,91000,0,Associate,East
50997,Software Engineer,140000,8000,Senior,
50998,Software Engineer,95000,30000,Associate,East
50999,Software Engineering Manager,262000,68000,Senior,West
51000,Software Engineer,102000,0,Associate,West
51001,Software Engineer,216000,15000,Mid,MidWest
51002,Software Engineer,167000,0,Senior,West
51003,Data Scientist,58000,1000,Associate,
51004,Software Engineering Manager,58000,9000,Senior,
51005,Software Engineer,99000,13000,Associate,West
51006,Software Engineer,102000,0,Mid,
51007,Product Manager,140000,31000,Senior,
51008,Data Scientist,98000,10000,Associate,
51009,Software Engineer,242000,25000,Associate,
51010,Software Engineer,198000,0,Entry,West
51011,Software Engineering Manager,150000,34000,Mid,
51012,Software Engineer,95000,5000,Mid,
51013,Software Engineering Manager,236000,0,Senior,West
51014,Software Engineer,127000,19000,Associate,MidWest
51015,Software Engineer,24000,0,Associate,Southern
51016,Software Engineer,130000,16000,Mid,West
51017,Software Engineer,47000,65000,Entry,
51019,Software Engineer,30000,5000,Entry,
